icao24,origin_country,velocity,geo_altitude
abb57a,United States,116.78,1767.84
8015f7,India,188.09,11353.8
ad9e73,United States,69.45,182.88
ac7262,United States,78.19,1249.68
abae8f,United States,0.0,
aa08a1,United States,66.44,2621.28
a64208,United States,80.76,739.14
88530b,Thailand,161.25,3467.1
88530a,Thailand,9.77,
4a08ea,Romania,228.89,11384.28
a1a286,United States,204.44,10309.86
4b15a2,Switzerland,230.58,11719.56
782191,China,218.17,9464.04
a89597,United States,239.82,8084.82
861ed6,Japan,73.85,533.4
a952e7,United States,77.86,1981.2
a22417,United States,168.63,6789.42
4bc859,Turkey,217.6,10119.36
a8de7d,United States,247.38,11574.78
4bc853,Turkey,205.92,9235.44
a1adab,United States,196.01,11094.72
a7627c,United States,265.27,12778.74
e49246,Brazil,233.65,7482.84
4bc84e,Turkey,3.75,9410.7
a94bfc,United States,252.1,10591.8
4bc85a,Turkey,310.12,11087.1
a94bff,United States,252.63,10637.52
0d111a,Mexico,203.33,7360.92
a0e431,United States,216.04,10675.62
a9fe88,United States,0.0,
861ebc,Japan,185.65,7810.5
a99b83,United States,248.89,11635.74
a0a7f0,United States,99.51,876.3
7103dc,Saudi Arabia,223.21,9349.74
a547b4,United States,60.02,2293.62
0d112e,Mexico,129.13,1691.64
a3a736,United States,55.8,1082.04
a8d224,United States,240.6,9479.28
0d1142,Mexico,86.39,2781.3
842250,Japan,153.53,4732.02
a1c7b8,United States,48.15,541.02
a87b8a,United States,205.08,5836.92
728683,Iraq,207.03,11369.04
adecf8,United States,143.73,7277.1
ad4390,United States,74.66,83.82
c08497,Canada,218.71,9608.82
ac1080,United States,45.47,685.8
0d1150,Mexico,36.26,2247.9
ac1076,United States,269.87,11666.22
861ede,Japan,87.2,655.32
c06a88,Canada,7.46,
0d1158,Mexico,213.11,10904.22
a35701,United States,180.33,8846.82
aa92f9,United States,191.98,5859.78
a031a2,United States,60.93,3429.0
c06a82,Canada,230.59,7078.98
7c6b99,Australia,48.38,335.28
4bc88c,Turkey,205.92,10180.32
4bc88d,Turkey,253.83,10439.4
aa2b79,United States,216.58,6408.42
a1f116,United States,3.6,
87339a,Japan,199.04,10294.62
a582f9,United States,225.6,12031.98
a21127,United States,199.49,10233.66
a9aebc,United States,230.99,10591.8
a965d6,United States,45.09,1508.76
a1a1b6,United States,67.75,205.74
a33d62,United States,203.45,9906.0
a51b93,United States,1.03,
a14ae0,United States,42.2,2011.68
a82bbd,United States,46.04,388.62
a4773f,United States,147.47,4991.1
a427e3,United States,148.3,4663.44
a9aec2,United States,0.06,
a89545,United States,181.94,6667.5
a10481,United States,68.33,1958.34
a1b4bb,United States,44.53,1386.84
0d0a04,Mexico,227.46,11475.72
a78890,United States,40.5,198.12
ac7e09,United States,235.03,9022.08
a39dca,United States,219.73,10081.26
a8d20c,United States,280.71,13030.2
abf086,United States,57.64,1211.58
c021a4,Canada,30.46,2125.98
a88e54,United States,207.88,8366.76
aa589c,United States,3.86,
a271b0,United States,0.0,
a5d2cd,United States,55.23,944.88
a2377d,United States,62.21,3116.58
a5cbf3,United States,10.29,
ac981a,United States,158.52,13853.16
a1b4ab,United States,197.98,6111.24
ac7e15,United States,224.12,10645.14
e4925f,Brazil,232.43,10287.0
ab6519,United States,187.21,5417.82
a031bd,United States,232.6,8564.88
841b28,Japan,77.02,853.44
abc80c,United States,209.14,10355.58
a8de33,United States,272.21,10043.16
7103d7,Saudi Arabia,242.48,12268.2
c07d88,Canada,50.97,1516.38
a8955e,United States,1.03,
a82bdb,United States,40.25,
c0712e,Canada,219.63,10424.16
ac48ac,United States,188.51,5334.0
aaeeb4,United States,219.85,10652.76
8518f2,Japan,177.83,7810.5
ac7e23,United States,194.1,12321.54
abb507,United States,73.5,190.5
ab6529,United States,146.94,8709.66
ac48d3,United States,200.69,8732.52
a3572c,United States,223.25,10584.18
e4926f,Brazil,105.96,1417.32
aaf5a9,United States,164.11,4053.84
a02af5,United States,75.67,1287.78
a19a48,United States,0.0,
4bc886,Turkey,264.84,10439.4
4bb563,Turkey,123.38,1805.94
4bc895,Turkey,276.09,11452.86
4bb562,Turkey,235.1,11430.0
4bc890,Turkey,210.69,9425.94
0d0a1a,Mexico,168.18,5440.68
8a0395,Indonesia,92.79,1059.18
aa9eef,United States,222.64,8473.44
a75b5e,United States,251.98,11026.14
ab15c2,United States,254.13,10203.18
aa3226,United States,219.67,9898.38
8a0394,Indonesia,234.0,11391.9
a14ad4,United States,244.13,10500.36
73806e,Israel,258.36,11155.68
a98909,United States,186.69,11856.72
73806c,Israel,167.84,2430.78
73806b,Israel,203.1,7124.7
452086,Bulgaria,235.94,10988.04
a6bfa6,United States,231.04,9989.82
a36661,United States,70.45,60.96
0d0e31,Mexico,200.71,12024.36
a2efec,United States,123.49,1623.06
a86925,United States,93.58,861.06
ac2d09,United States,189.3,4229.1
a46c1a,United States,42.36,327.66
a8918a,United States,58.24,1988.82
a72f22,United States,227.44,9662.16
0d0e38,Mexico,220.26,11605.26
c058b4,Canada,93.53,419.1
801883,India,0.0,
a59f53,United States,260.7,12039.6
a6d9c3,United States,63.79,144.78
c058ae,Canada,229.77,6926.58
a89192,United States,280.7,14775.18
a8690a,United States,227.11,9966.96
a35f5a,United States,60.19,701.04
a2467a,United States,222.73,9380.22
aa67c6,United States,218.74,8496.3
a5ef0e,United States,228.52,9936.48
a58c29,United States,272.55,9022.08
7c0ad8,Australia,59.16,1005.84
a1cffd,United States,206.32,7962.9
a36659,United States,221.9,11826.24
7cc427,Australia,28.96,144.78
aaed0c,United States,131.18,2019.3
aaed0d,United States,249.69,11765.28
c2c363,Canada,169.97,3398.52
a16ce9,United States,72.14,1417.32
a3fcd6,United States,72.55,60.96
7583de,Philippines,156.86,3779.52
a0b6ea,United States,203.85,9357.36
a5a6c1,United States,215.26,12580.62
738061,Israel,246.01,11262.36
c058d5,Canada,245.4,11201.4
a3795a,United States,0.0,
a28cd7,United States,47.04,289.56
738065,Israel,216.37,10462.26
738064,Israel,255.13,11391.9
ad4d12,United States,257.12,11612.88
0d0e4b,Mexico,220.36,12077.7
a8da73,United States,238.18,7216.14
c058cd,Canada,236.98,10401.3
ac2d32,United States,219.5,10599.42
ab0104,United States,229.33,11376.66
a1e9ea,United States,75.55,632.46
0d0e63,Mexico,165.79,10713.72
495cd0,Portugal,218.33,12252.96
7820bc,China,127.25,1950.72
a22003,United States,218.13,9593.58
0d0e69,Mexico,237.18,11155.68
738076,Israel,258.64,11696.7
800543,India,228.26,9845.04
a2597f,United States,246.72,11971.02
73806a,Israel,251.89,10782.3
4bb46f,Turkey,196.14,4869.18
a6fafb,United States,46.12,205.74
80057b,India,0.45,
86d996,Japan,270.41,12702.54
a90143,United States,49.94,563.88
151de6,Russian Federation,265.89,10355.58
c820ab,New Zealand,122.55,5417.82
c080dc,Canada,2.83,
3c4a12,Germany,271.1,11049.0
adb723,United States,169.85,3604.26
c080db,Canada,0.0,
3c4a10,Germany,250.48,10789.92
3c4a06,Germany,230.7,10355.58
3c4a05,Germany,270.24,10873.74
a721ff,United States,55.16,571.5
abd7d1,United States,137.31,2872.74
c820b6,New Zealand,141.48,3063.24
aa0701,United States,242.99,6880.86
a7ba4f,United States,75.89,2042.16
a1b0da,United States,132.48,12405.36
e49206,Brazil,229.2,6964.68
7c6d9f,Australia,233.21,12245.34
7c6d9e,Australia,229.75,12031.98
7c6d9d,Australia,222.63,10203.18
7c6d9c,Australia,10.29,
151dd0,Russian Federation,29.91,9098.28
7c6d9a,Australia,252.22,11772.9
a90133,United States,135.22,7239.0
a59f15,United States,0.0,
a8913b,United States,161.05,5981.7
151dd9,Russian Federation,146.6,1661.16
738054,Israel,231.77,10507.98
738053,Israel,258.04,10264.14
7c748c,Australia,77.29,1767.84
738051,Israel,256.19,10683.24
aae10c,United States,104.16,3977.64
ab0d76,United States,206.55,9890.76
86d96c,Japan,130.51,2865.12
738055,Israel,16.46,
44003f,Austria,252.55,10165.08
a423d7,United States,211.59,9349.74
7c6d8c,Australia,261.66,11826.24
adfdb4,United States,119.99,5524.5
aae122,United States,125.01,1630.68
70209a,Bangladesh,262.83,11681.46
0d0e14,Mexico,221.58,10805.16
a34c68,United States,226.48,10584.18
7583a8,Philippines,138.47,1988.82
a3534a,United States,248.03,10355.58
a689b8,United States,214.22,11353.8
87cc0b,Japan,167.63,3284.22
440081,Austria,317.02,11734.8
0bc201,Saint Vincent and the Grenadines,54.15,342.9
aaa4dc,United States,256.16,10477.5
a423c4,United States,87.97,944.88
a09075,United States,52.63,1958.34
7c6d7c,Australia,256.72,11109.96
ac1a44,United States,75.02,579.12
7c6d7b,Australia,0.06,
ad6758,United States,198.84,8145.78
ab5ade,United States,0.64,
a23378,United States,41.18,259.08
a46c2b,United States,85.12,3086.1
a556b4,United States,46.71,579.12
a34c57,United States,229.96,4846.32
7c6d7e,Australia,197.95,10820.4
7c6d96,Australia,144.21,1257.3
7583b7,Philippines,77.15,259.08
e80048,Chile,196.49,7078.98
ab013c,United States,218.83,10728.96
e80047,Chile,153.14,3581.4
7c6d92,Australia,227.11,11910.06
e80042,Chile,200.89,7216.14
7c6d90,Australia,102.7,1386.84
70209b,Bangladesh,327.59,12283.44
ad4105,United States,222.63,8785.86
a689c2,United States,8.23,
0d0e1e,Mexico,95.21,2247.9
0d0e1d,Mexico,233.88,9860.28
abc4d8,United States,207.27,10828.02
0d0e1f,Mexico,105.17,2979.42
a28e02,United States,122.53,4792.98
86d8cc,Japan,144.48,3802.38
a84343,United States,2.06,
a11eb4,United States,194.0,10408.92
a9764b,United States,12.86,
a11eb7,United States,0.0,
a0b81e,United States,135.5,952.5
440c5a,Austria,242.57,10066.02
440020,Austria,250.75,10919.46
a0b823,United States,203.88,9319.26
8675d8,Japan,173.09,7825.74
a650c7,United States,156.97,8999.22
a46c9a,United States,262.65,10393.68
ac2be9,United States,187.44,10988.04
a89ccc,United States,187.76,9243.06
8a064e,Indonesia,218.15,10744.2
a6f00d,United States,215.24,10637.52
a9c631,United States,211.99,7856.22
a0b826,United States,217.94,10713.72
c04671,Canada,235.73,11003.28
a59398,United States,232.08,9326.88
758531,Philippines,125.94,2202.18
accb22,United States,251.05,8343.9
a530f7,United States,56.03,1242.06
ab5b88,United States,64.32,2529.84
440002,Austria,254.89,10469.88
ae6ba1,United States,138.55,2788.92
78219a,China,297.22,11056.62
a5938c,United States,64.93,1661.16
c080a6,Canada,74.95,457.2
ac32cf,United States,197.8,12207.24
c080a4,Canada,242.56,9860.28
abc573,United States,202.05,10789.92
c080a5,Canada,72.54,1089.66
a0fea6,United States,243.55,10980.42
a6acdd,United States,50.48,464.82
a8697f,United States,58.28,525.78
a9bf4b,United States,220.41,9921.24
a18840,United States,223.14,11574.78
adc8e7,United States,2.31,
a0e086,United States,9.77,
8a063a,Indonesia,226.99,7665.72
a35398,United States,229.26,12283.44
758502,Philippines,176.9,5623.56
a8b964,United States,174.54,4229.1
a9d949,United States,64.51,1851.66
a95c20,United States,38.01,990.6
a280fe,United States,243.37,11148.06
a890c1,United States,288.41,12595.86
440036,Austria,70.93,137.16
8422f9,Japan,175.71,11590.02
a4b065,United States,73.57,411.48
846b6c,Japan,200.45,10363.2
c080d9,Canada,6.43,
a890b7,United States,114.75,1866.9
ac32f2,United States,113.98,944.88
a410d6,United States,202.3,13594.08
a1b0fb,United States,244.46,9997.44
adf219,United States,69.87,480.06
aa9d6e,United States,255.82,7970.52
0c4353,Dominican Republic,223.52,11551.92
a35383,United States,54.85,213.36
c080ae,Canada,185.57,6972.3
aa3ae4,United States,214.74,10538.46
c080aa,Canada,193.77,6187.44
aa3ae5,United States,207.38,8122.92
8a0634,Indonesia,242.22,11704.32
ab627c,United States,244.09,11468.1
8a0636,Indonesia,227.4,11361.42
a7d3d3,United States,252.64,12717.78
8a0637,Indonesia,223.17,8816.34
a47364,United States,169.46,5661.66
440030,Austria,196.55,8983.98
abc591,United States,133.78,3147.06
a8699a,United States,195.56,4594.86
a2d0d5,United States,56.75,1043.94
a1b0ef,United States,41.03,1440.18
accb50,United States,233.84,11811.0
44001e,Austria,11.32,
a35388,United States,3.6,
8a061c,Indonesia,238.49,11689.08
8a061d,Indonesia,233.32,12313.92
ada2cc,United States,113.56,1463.04
8960f6,United Arab Emirates,271.99,
a3183d,United States,76.65,297.18
e490f1,Brazil,185.96,7231.38
a4d65c,United States,120.45,3162.3
8960f7,United Arab Emirates,227.27,10713.72
a245af,United States,75.79,2293.62
7c6d2f,Australia,233.22,12473.94
acd262,United States,79.23,891.54
ab628c,United States,215.33,11391.9
ac8289,United States,55.14,-22.86
a5dc31,United States,233.94,11612.88
7c6d2a,Australia,3.09,
a0b867,United States,192.96,5699.76
abb271,United States,240.51,10904.22
8960ef,United Arab Emirates,228.79,8267.7
a245b7,United States,257.46,10340.34
a35ec2,United States,205.69,4846.32
a1be1d,United States,67.12,967.74
a0b86c,United States,80.25,952.5
accb65,United States,238.34,10218.42
0d0cdf,Mexico,229.25,12984.48
aa3ac2,United States,49.01,1310.64
a2de17,United States,223.2,6484.62
a3fcfb,United States,250.55,13342.62
7c6d30,Australia,208.8,10279.38
a005fc,United States,56.65,434.34
e490ee,Brazil,199.76,11521.44
8004a7,India,224.02,9845.04
a04e94,United States,59.37,838.2
a245c7,United States,30.35,175.26
aa8a26,United States,67.91,967.74
7c6d36,Australia,7.2,
a03b67,United States,0.0,
a4c34c,United States,230.48,10812.78
8017a0,India,215.01,9883.14
a0b846,United States,246.01,10515.6
a7ccb5,United States,158.75,10332.72
a0b841,United States,182.7,4351.02
7c6d27,Australia,255.42,12496.8
a5d007,United States,238.95,10843.26
a8b926,United States,10.29,975.36
7c6d24,Australia,219.12,7010.4
a97608,United States,207.78,10629.9
a0b849,United States,212.82,10660.38
a0b848,United States,210.02,9265.92
a6acc9,United States,49.0,2598.42
a1d825,United States,58.19,373.38
ad9b94,United States,0.06,
8960e7,United Arab Emirates,261.01,11711.94
aa8a07,United States,208.83,10599.42
a7f9f4,United States,179.58,4785.36
ab2729,United States,244.37,8976.36
a74992,United States,220.11,10111.74
8960dc,United Arab Emirates,268.31,9182.1
a1be10,United States,220.97,9898.38
a83c23,United States,283.08,13883.64
a73665,United States,176.12,3185.16
a9506e,United States,58.37,518.16
8003b2,India,120.84,2369.82
aa3b05,United States,271.18,10302.24
8016e0,India,282.57,11155.68
8003b0,India,278.57,10408.92
e4919e,Brazil,87.2,1844.04
151e8d,Russian Federation,210.75,10843.26
89611d,United Arab Emirates,164.75,4046.22
151e8f,Russian Federation,213.24,9745.98
ab7504,United States,40.41,1333.5
a748c2,United States,157.88,2987.04
a53207,United States,184.49,8671.56
a35efa,United States,191.62,3916.68
aa6842,United States,116.2,7734.3
a7e804,United States,54.06,426.72
89611e,United Arab Emirates,268.68,10652.76
70472a,Myanmar,117.57,3048.0
c04602,Canada,223.96,10576.56
a748bc,United States,247.17,11734.8
a1d87a,United States,5.4,
a1be72,United States,133.73,2667.0
a95094,United States,209.78,11049.0
7c72ac,Australia,70.52,1371.6
ada36a,United States,0.0,
a34bc8,United States,230.12,10538.46
405636,United Kingdom,65.4,121.92
a365cf,United States,64.82,1844.04
a40b12,United States,283.16,12458.7
a41e2c,United States,200.57,10584.18
a59ef0,United States,52.48,1257.3
4891b2,Poland,237.07,10812.78
758585,Philippines,30.46,91.44
aa909a,United States,269.18,11986.26
7c7ef0,Australia,97.33,5920.74
a5320b,United States,246.06,9624.06
aafead,United States,42.2,281.94
abc504,United States,252.49,11201.4
34558e,Spain,229.45,11414.76
34558f,Spain,221.79,10119.36
a4bbb3,United States,0.0,
4006c0,United Kingdom,108.55,906.78
ab8862,United States,250.9,9090.66
c8221a,New Zealand,213.5,7901.94
c8221c,New Zealand,82.0,1981.2
7c6bbe,Australia,268.95,12999.72
7c6bbd,Australia,8.23,
a59ef7,United States,5.14,
a7ce03,United States,42.92,1028.7
a10bf2,United States,58.24,2179.32
a365b7,United States,257.91,11430.0
a1889a,United States,48.37,899.16
8016bf,India,94.86,1402.08
a53e75,United States,34.2,388.62
a65e4e,United States,46.3,274.32
c82241,New Zealand,57.11,1036.32
a03b6d,United States,254.48,9593.58
896121,United Arab Emirates,252.82,10454.64
a615d0,United States,3.86,
a4d5cc,United States,46.25,1295.4
ac8e1d,United States,249.08,10317.48
89610f,United Arab Emirates,237.3,9471.66
406948,United Kingdom,233.85,11094.72
89610d,United Arab Emirates,149.95,3238.5
a6652b,United States,7.72,
a9c66a,United States,265.71,12169.14
a9768a,United States,0.0,
0c4349,Dominican Republic,202.26,4465.32
782277,China,257.22,7840.98
758562,Philippines,46.86,304.8
8003f2,India,211.16,8846.82
471d64,Hungary,183.78,7459.98
acf849,United States,0.0,
a95041,United States,150.35,3124.2
ac45ac,United States,220.97,8458.2
a41e94,United States,228.31,10591.8
151e67,Russian Federation,260.65,9662.16
acf846,United States,265.68,9570.72
ab6229,United States,213.52,11849.1
84715c,Japan,161.54,9006.84
a41e90,United States,76.84,30.48
c82269,New Zealand,156.79,4457.7
a1629d,United States,255.68,8077.2
78227c,China,60.54,327.66
3991e5,France,200.15,6713.22
a6fc8a,United States,70.07,1005.84
ac2bb6,United States,131.06,1996.44
471d5a,Hungary,234.62,9121.14
ac3ee9,United States,248.9,12138.66
ab6234,United States,36.44,152.4
782293,China,247.29,10561.32
aaa555,United States,13.89,
7c259e,Australia,51.76,297.18
a30596,United States,218.63,9448.8
484415,Kingdom of the Netherlands,266.34,10850.88
a3c8cb,United States,212.86,10492.74
ad185f,United States,240.83,9235.44
758543,Philippines,141.68,5143.5
abbe4a,United States,250.27,12420.6
ad9b28,United States,217.89,9296.4
05e057,Mauritania,220.62,8801.1
ac8217,United States,256.63,9753.6
ad52a3,United States,53.07,1074.42
a0428a,United States,222.09,10706.1
a1c57e,United States,4.37,
a27b85,United States,41.26,1280.16
7c125d,Australia,3.6,
abab21,United States,39.56,205.74
ad1861,United States,8.75,
c0817c,Canada,212.44,9677.4
a8e0a5,United States,215.9,10530.84
758538,Philippines,230.21,11269.98
e49ca9,Brazil,225.87,8717.28
7c6bf2,Australia,95.69,2522.22
ab6247,United States,65.84,1158.24
c08177,Canada,168.88,4282.44
abb222,United States,234.43,11308.08
a1be90,United States,40.21,556.26
a39b56,United States,192.71,11018.52
c82284,New Zealand,103.09,2362.2
c07a7c,Canada,163.49,3238.5
ab0bed,United States,43.85,952.5
a8304f,United States,209.36,10980.42
75853a,Philippines,203.62,8465.82
c1ea32,Canada,8.23,
c1ea31,Canada,9.77,
a7d3fe,United States,185.57,11140.44
a12731,United States,195.19,8458.2
a12732,United States,76.14,274.32
86d952,Japan,187.28,12070.08
a12735,United States,215.84,10119.36
abbce5,United States,188.89,5935.98
a9c5c5,United States,257.02,10553.7
ac8cf1,United States,249.24,10805.16
7584a9,Philippines,244.44,12504.42
a0b7b8,United States,213.13,10660.38
a0b7b7,United States,9.77,
7cb05e,Australia,147.08,7490.46
7cb05c,Australia,6.69,
a8e20f,United States,233.83,9837.42
a77e8f,United States,237.25,10287.0
801800,India,261.62,10302.24
a6657e,United States,0.0,
8a05e7,Indonesia,231.95,
aa9bfd,United States,49.91,647.7
ab0c7e,United States,70.51,701.04
7cb067,Australia,9.77,
7cb065,Australia,93.66,1082.04
3c6519,Germany,248.78,10744.2
ac2c79,United States,213.56,9410.7
a16db9,United States,241.85,10279.38
ad5329,United States,0.0,
a24720,United States,204.71,10401.3
ac3f9c,United States,210.77,9715.5
801805,India,6.43,
8a05cb,Indonesia,223.94,10713.72
a1272d,United States,261.19,10660.38
a067f1,United States,91.83,1767.84
a1272f,United States,81.08,464.82
a6c88e,United States,214.22,9890.76
a187ba,United States,198.28,9456.42
ac8ceb,United States,32.48,426.72
a0b7ae,United States,39.0,2590.8
a988f0,United States,250.26,11673.84
